stream tail	0	14	9.084224700927734
gold wheat	17	0	1.6742223501205444
gentleman sister	2	65	44.948326110839844
roof iron	44	14	23.95294761657715
street suburb	0	31	24.30107307434082
road market	1	21	13.123309135437012
cottage mill	0	11	9.081527709960938
bar gentleman	34	0	6.4566473960876465
plate wood	3	9	6.76374626159668
fire seat	19	107	76.36750030517578
street ring	0	19	14.669668197631836
boy dress	26	27	26.15610694885254
coral wall	0	12	8.652070045471191
village station	40	0	8.66327953338623
meat knife	17	7	11.10705280303955
child fly	0	14	9.303235054016113
friend wood	19	47	35.9166259765625
stream wagon	2	11	7.480313777923584
home ocean	30	0	9.636201858520508
belt weapon	11	7	8.377729415893555
boot linen	6	9	8.315386772155762
bridge hat	0	15	14.170977592468262
form box	0	12	7.718504905700684
box volume	4	19	13.497638702392578
fire nerve	18	0	3.091189384460449
mountain farm	2	10	7.3957839012146
child suit	18	0	1.462587833404541
iron vessel	1	26	16.479686737060547
hotel square	3	28	19.058908462524414
door galley	0	24	19.404146194458008
sign zodiac	15	0	3.4642534255981445
bank mud	53	7	24.1202392578125
grave wood	0	17	13.138904571533203
sandwich biscuit	0	19	15.752838134765625
country mud	19	0	6.302214622497559
silver wine	30	0	3.091153860092163
farm hill	47	1	13.822287559509277
body letter	28	0	4.251986026763916
form poetry	48	0	9.289237976074219
spring cattle	12	0	2.509568691253662
carrot beet	11	0	2.368114471435547
flower vegetable	11	40	28.94108772277832
bird note	161	0	34.130367279052734
cheese food	0	11	7.436068534851074
stock barrel	35	0	8.045306205749512
book shop	0	36	26.342988967895508
mirror chair	0	14	9.044547080993652
tower form	16	0	3.961676836013794
coat mud	2	11	7.840087413787842
marsh hill	0	21	14.600170135498047
girl stream	0	20	14.292410850524902
door fire	0	200	175.6217803955078
iron letter	14	0	2.3236725330352783
print column	15	0	2.031440019607544
brother wood	33	0	9.125591278076172
horse ring	6	47	30.38601303100586
museum library	27	0	8.538392066955566
mountain gap	16	0	5.037839889526367
river ditch	0	14	12.073867797851562
table sideboard	0	34	28.10846710205078
tin tail	11	0	3.264225959777832
city stream	32	8	16.6272029876709
bottle room	0	88	73.26617431640625
chest room	0	41	31.037147521972656
weapon sign	12	0	2.0934929847717285
hill fox	11	2	5.283547878265381
hall letter	29	26	26.9694881439209
house lion	17	0	2.9985005855560303
bank rifle	11	1	4.055697917938232
sugar bowl	15	0	4.05807638168335
marble grave	19	0	6.9640116691589355
street hut	0	20	17.51252555847168
beef dish	18	0	5.5330281257629395
bird fox	27	0	1.6810094118118286
wife hill	16	1	5.376474380493164
niece uncle	68	0	8.342768669128418
spring stream	64	0	17.142641067504883
room thief	0	18	13.43991470336914
boy square	1	20	13.774566650390625
iron lamp	10	7	7.990011215209961
lamp station	0	12	10.745516777038574
hat shop	0	32	29.70376205444336
street silver	15	0	5.8689117431640625
kitchen floor	0	105	88.15322875976562
bank village	82	26	47.635746002197266
wall arch	2	82	55.10847091674805
thimble silver	12	0	1.2672817707061768
brother school	67	0	9.095561027526855
kitchen smoke	0	26	24.68153953552246
stream river	4	271	186.13999938964844
husband inn	1	11	7.505156993865967
horse bird	52	5	19.430702209472656
weapon wall	0	42	29.764659881591797
person child	210	0	29.922517776489258
earth wood	2	48	31.886980056762695
snow branch	59	0	15.739446640014648
bed fruit	0	13	11.231001853942871
potato plate	3	22	14.90632152557373
boot clothing	14	6	8.586272239685059
capital street	19	0	3.9185802936553955
play note	19	3	7.501404762268066
stone boot	0	17	11.637819290161133
bag boat	0	23	16.919946670532227
valley food	11	0	3.5538675785064697
arrow belt	11	1	4.247706890106201
telephone wire	22	1	7.787281513214111
meat wood	0	19	13.560500144958496
shop station	0	14	11.679527282714844
canvas wood	13	0	3.4571242332458496
camel column	11	0	3.400282859802246
cannon sea	6	8	7.5942206382751465
bullet boat	0	11	10.0693941116333
bear branch	5	8	7.613195419311523
page friend	49	0	9.909764289855957
fire saddle	2	14	10.15539836883545
cabin captain	0	202	178.33164978027344
hall floor	0	94	80.00225067138672
moon ship	4	20	14.441734313964844
horse knife	5	13	9.908195495605469
girl piano	12	25	19.928897857666016
body ocean	11	0	1.2338268756866455
house coffin	0	20	18.758018493652344
cup drink	0	48	35.77888488769531
fire treasure	10	1	4.570673942565918
stone cabin	4	15	10.592418670654297
connection country	44	0	4.131258964538574
captain chair	0	39	28.126386642456055
fire ball	0	73	62.632568359375
brain letter	18	0	0.7438026666641235
house planet	14	0	2.550213575363159
boy vessel	3	47	31.601940155029297
boy bill	23	0	1.7897940874099731
tent home	1	25	16.885963439941406
hat flower	0	58	40.23894500732422
hut tree	0	75	71.67465209960938
store shop	60	3	23.079517364501953
flower star	74	0	22.194499969482422
rock cabin	0	11	7.76407527923584
moon lamp	14	12	12.590909004211426
bank beaver	14	0	4.724092483520508
village steeple	14	0	4.57505989074707
sandwich beer	0	14	11.873762130737305
window attic	0	41	32.291473388671875
silver furniture	18	0	2.6953723430633545
room city	51	5	21.826648712158203
bottle sea	1	19	12.756808280944824
silver steel	30	0	2.8606317043304443
herb flower	2	40	26.262845993041992
mud boat	0	28	23.1796932220459
fan table	1	19	12.583048820495605
wife spouse	16	0	1.3145298957824707
stone legend	11	0	3.538620948791504
door coal	0	16	10.190163612365723
flag letter	17	0	3.3631391525268555
fire horn	0	12	9.922897338867188
grave girl	16	16	15.287561416625977
thread fire	0	17	13.74100399017334
wife iron	12	0	0.8233708739280701
poetry sculpture	5	11	8.4535493850708
wife rose	11	0	1.9887351989746094
cottage shelter	0	19	14.139379501342773
boy baby	87	23	48.20844650268555
berry food	12	2	6.07749605178833
tower sign	10	1	4.08432674407959
fur cap	0	168	126.50982666015625
ceiling roof	2	21	14.351240158081055
hotel horse	23	14	17.83812713623047
door revolver	0	25	23.176292419433594
book bone	4	7	5.726224422454834
mountain inhabitant	3	24	16.811050415039062
prisoner room	0	96	80.077880859375
wood king	26	0	7.781793594360352
bird rabbit	39	0	9.664851188659668
room sign	89	0	26.271791458129883
church sister	37	0	5.352081298828125
husband apartment	0	14	12.015807151794434
boy drink	44	0	8.770813941955566
stone gentleman	16	0	3.755413055419922
highway country	18	0	4.261631965637207
clothing linen	8	3	4.463079452514648
boy country	255	0	55.31377029418945
path store	0	11	10.192899703979492
park seat	13	0	5.058349132537842
thoroughfare shop	0	19	17.48170280456543
shoe table	2	15	9.747124671936035
tree gardener	18	7	10.674925804138184
son husband	281	0	22.610326766967773
seat pen	0	16	10.98453140258789
cliff stream	0	21	19.567813873291016
store station	10	12	11.639927864074707
bishop book	6	6	5.81380033493042
fire ring	14	18	16.457639694213867
hat path	5	8	6.73539400100708
poetry nonsense	15	0	2.037614583969116
fire cannon	17	43	33.289180755615234
university church	9	4	5.482517719268799
boy library	26	1	9.312893867492676
dust mud	8	23	17.400592803955078
brother star	12	0	1.1451945304870605
silver board	14	0	0.6167696714401245
strawberry cream	41	4	16.970064163208008
gold candle	11	0	3.4656896591186523
bedroom dress	0	14	9.783441543579102
bush gate	0	14	11.869479179382324
window rope	0	42	34.93021774291992
hut village	0	87	81.48136138916016
fire bone	9	28	20.212749481201172
friend smoke	2	21	14.79136848449707
person floor	4	12	9.055632591247559
tree vineyard	0	16	11.703337669372559
page gentleman	31	0	3.2197675704956055
fish pilot	6	7	6.9059062004089355
form flower	15	101	70.27745819091797
chest boat	0	24	20.364717483520508
seal letter	0	109	78.09952545166016
pan stream	13	0	3.8874588012695312
wheel silver	1	11	7.298684120178223
door cat	0	73	57.94615936279297
street drum	0	11	7.72323751449585
sign cloud	30	0	6.734291076660156
fire building	82	10	37.118404388427734
flower earth	112	2	35.941383361816406
building hall	5	32	21.974069595336914
street country	89	0	20.50524139404297
street letter	0	45	32.14950180053711
room cat	1	51	34.53146743774414
chalk mud	0	16	9.935047149658203
window lock	0	13	8.781387329101562
girl novel	23	0	6.032815933227539
flower sea	32	7	16.301362991333008
wheel girl	0	12	9.739981651306152
box cap	0	12	11.147512435913086
fur door	0	19	15.14395523071289
bed plate	0	13	11.048385620117188
coast inhabitant	6	15	11.970321655273438
silver pencil	10	3	5.359413146972656
play king	29	0	5.465109825134277
friend fox	22	0	4.62846040725708
arm bench	0	33	23.156396865844727
book uncle	25	0	2.0091066360473633
city wolf	11	0	3.0032782554626465
wood lake	93	14	43.77886199951172
girl library	17	9	11.62772274017334
mountain plain	1	257	180.94204711914062
hotel hat	0	13	11.52160358428955
school branch	15	0	4.976375579833984
house meat	0	51	36.934452056884766
garden lake	10	21	16.917375564575195
bottle bag	0	24	21.700632095336914
carpet silver	6	6	6.198468208312988
arm boot	0	22	18.58588981628418
brother path	25	0	4.68415641784668
girl bench	0	35	22.734615325927734
rose home	12	0	2.6846182346343994
house porch	36	66	53.83646774291992
port reef	4	7	5.932859897613525
kitten tail	0	11	9.43734073638916
window husband	0	23	17.907455444335938
gentleman county	0	55	45.8989372253418
wall lamp	0	69	60.081092834472656
ship ocean	98	0	33.86952590942383
brother note	58	0	15.707012176513672
article mother	16	0	1.6100859642028809
leg elephant	0	11	9.013175964355469
door garden	0	353	299.8218688964844
tomb bone	12	1	5.886985778808594
baggage horse	25	29	26.40285873413086
food knife	15	0	3.177903175354004
ship bell	28	12	18.01431655883789
boot suit	12	17	15.744256973266602
bank gold	50	0	3.3348329067230225
doughnut cake	1	10	6.6907124519348145
bottle shop	0	19	16.165008544921875
chimney street	0	13	11.074849128723145
bank building	34	0	6.744386196136475
car rail	8	16	13.208233833312988
gun valley	1	12	8.52514934539795
body tail	0	114	86.84577941894531
engraving book	27	2	10.804581642150879
arm porch	7	5	5.472837924957275
knight queen	16	0	5.12586784362793
boy bear	11	55	39.99858474731445
child dress	73	1	19.73768424987793
residence wall	0	11	9.276632308959961
animal cat	62	0	10.15194320678711
fire bear	22	0	6.833305835723877
house bone	0	24	16.45661163330078
horse prisoner	13	55	39.716041564941406
poetry painting	0	88	61.2551155090332
wife address	31	0	1.5574091672897339
star telescope	5	11	8.92671012878418
arm bone	0	55	41.23928451538086
iron steel	103	0	24.59339141845703
fork branch	20	9	12.877384185791016
apple tree	0	261	233.7714080810547
bed lava	0	22	17.498367309570312
shelf volume	0	73	57.557701110839844
window dwelling	10	9	9.374102592468262
bed street	0	25	19.849332809448242
desert rose	13	0	4.179539680480957
bridge lake	0	20	12.753437042236328
meadow road	3	30	21.176076889038086
shelter friend	24	15	18.322111129760742
tower hill	10	32	23.435081481933594
university book	6	5	5.256114959716797
silver hill	28	0	2.917572021484375
canal lock	0	13	8.237686157226562
kettle stove	0	24	17.42954444885254
hall hill	0	13	10.933319091796875
wife dish	18	0	2.648322582244873
child boat	81	5	30.433748245239258
clock street	0	15	12.228208541870117
tree bear	36	33	33.31569290161133
egg wine	0	17	14.004716873168945
horse highway	0	18	15.283352851867676
bar floor	0	24	18.329679489135742
stream smoke	1	31	21.235450744628906
hat hall	3	99	66.23741912841797
door bucket	0	12	9.724684715270996
snake bed	0	15	13.366949081420898
kitchen bell	0	13	8.924030303955078
ring friend	40	7	18.87708282470703
horse club	13	0	3.9858431816101074
newspaper novel	18	0	1.13607919216156
bill friend	30	0	6.667243957519531
brother apartment	0	12	8.61939525604248
street torch	19	0	4.444281578063965
barn orchard	0	18	16.481914520263672
church inn	0	17	10.36795711517334
captain drink	9	5	6.3310699462890625
coast child	12	1	4.804001808166504
person passenger	17	2	7.737878799438477
arm bread	0	20	16.29503631591797
roof bullet	0	11	8.994918823242188
inn mother	0	11	9.0020112991333
girl valley	5	27	18.694028854370117
book volume	229	3	63.57695388793945
duck fire	5	6	5.543864727020264
cup pan	0	12	10.211528778076172
maid tea	0	28	18.836545944213867
arm jacket	0	34	30.423782348632812
tower rope	0	15	14.089287757873535
butter knife	10	2	4.852596759796143
tree sister	1	27	17.516523361206055
gentleman dress	10	75	50.6734619140625
temple village	0	20	16.509387969970703
asylum house	11	4	6.929889678955078
nursery window	0	20	17.848501205444336
hostess girl	0	17	15.115315437316895
vessel dock	0	13	8.724529266357422
velvet bag	0	12	10.022587776184082
castle street	0	26	20.386829376220703
jungle river	0	23	18.85402488708496
shed fire	0	28	21.551485061645508
arm aisle	0	17	10.93220329284668
drawer wall	0	12	9.693058013916016
captain cap	0	20	16.642454147338867
residence room	0	18	12.917423248291016
velvet floor	0	18	12.500909805297852
club city	14	3	7.234668254852295
door wood	0	128	107.90518188476562
park avenue	0	26	20.268444061279297
arm mountain	3	33	22.1854248046875
canoe cargo	0	11	9.76964282989502
bush branch	13	41	29.049388885498047
flower landscape	15	0	2.3053064346313477
valley sea	8	67	45.28993225097656
bishop city	7	4	5.088750839233398
deck canoe	0	14	12.894938468933105
door ladder	0	49	42.3809814453125
snow brother	15	0	4.099094867706299
rock earth	88	9	36.42173385620117
wood knife	2	36	23.904861450195312
school tuna	0	23	18.914569854736328
gate cottage	0	60	55.3696403503418
shell crab	0	25	20.486909866333008
fish boat	7	108	76.03650665283203
country female	21	0	1.1533620357513428
potato cake	1	10	7.20168399810791
country county	46	0	4.39846134185791
earth friend	129	0	15.695439338684082
window cell	1	15	9.90442943572998
umbrella child	4	9	7.559107780456543
room landscape	12	0	2.6845550537109375
stone mortar	1	70	50.018211364746094
table garden	0	42	40.6620979309082
stock article	16	0	2.1500020027160645
whisky beer	6	8	7.395927429199219
brother book	50	0	15.04841136932373
coat box	2	20	13.289620399475098
robe earth	13	0	1.8527722358703613
sign station	9	3	5.239700794219971
ship floor	0	11	7.98567008972168
bar bridge	6	8	7.768781661987305
prison county	12	0	2.747399091720581
column hill	11	26	20.09079360961914
flower country	54	0	12.256250381469727
bridge girl	0	20	18.344642639160156
cattle king	38	0	8.413994789123535
newspaper journal	16	0	0.8113266825675964
sausage cake	0	12	8.572919845581055
stone memorial	11	9	9.76644515991211
valley mill	1	15	9.670955657958984
mountain train	4	29	19.82013702392578
country city	366	0	29.782060623168945
bed coat	0	46	38.581626892089844
cracker cheese	11	15	13.722502708435059
cup floor	0	15	13.373377799987793
window valley	4	30	20.360294342041016
mouse child	15	0	1.762487769126892
gold horn	11	0	1.9814302921295166
dog lion	85	0	14.38434886932373
tree baby	16	3	8.893336296081543
garden market	16	0	3.181685209274292
monument city	14	0	2.590022563934326
snow roof	18	22	20.01515769958496
crow fox	13	0	3.0493054389953613
system star	19	0	5.106100559234619
school workshop	7	5	5.303736209869385
cable ship	0	49	41.644561767578125
meat wine	33	69	55.02666473388672
rail bird	0	11	7.134628772735596
door farm	0	23	15.353053092956543
table letter	0	445	383.583740234375
platform room	0	34	25.865259170532227
tree farm	3	23	15.525135040283203
scout canoe	0	11	6.846892356872559
stone cave	0	46	38.93927764892578
car hotel	1	40	26.358444213867188
uncle hill	16	0	2.7813024520874023
arm dog	5	63	43.51115798950195
train wire	6	11	8.845897674560547
dog kitten	18	0	3.6629037857055664
port room	0	16	11.519953727722168
milk cream	39	0	12.11160659790039
stone oven	0	12	10.126553535461426
sun cliff	22	4	10.84200382232666
brother rope	17	0	7.068225383758545
bar rope	12	26	20.635290145874023
town restaurant	0	12	7.869162559509277
garden uncle	8	13	11.249348640441895
wheel dog	0	17	12.323970794677734
rice potato	6	5	5.428732872009277
desk table	0	59	52.2364501953125
bush bear	14	6	8.706888198852539
boy coast	2	35	23.751018524169922
knife mother	0	15	9.20836353302002
street chapel	2	11	7.484785556793213
hat article	11	0	3.966444969177246
church captain	7	4	5.256941318511963
bridge wagon	0	18	15.874455451965332
fire gown	0	14	9.855737686157227
rapid river	0	30	24.770166397094727
sun shower	40	0	9.295197486877441
table club	2	20	14.745316505432129
neighborhood town	0	23	16.163936614990234
window clerk	0	25	24.238311767578125
house bush	73	0	22.89337921142578
street box	0	19	13.328017234802246
town milk	11	0	3.592005968093872
rock column	20	1	6.814792156219482
cupboard bread	0	13	11.511322021484375
tin bag	2	9	6.698306560516357
gentleman girl	0	195	149.8286895751953
sandwich wine	0	19	18.115488052368164
arrow cloud	21	0	5.373055458068848
fur gold	16	0	5.136945724487305
book nonsense	19	0	0.9992700815200806
meat dish	32	1	13.129290580749512
grain village	11	0	3.0099709033966064
bar form	17	0	3.022988796234131
connection room	9	3	5.125280380249023
lion room	0	21	15.212766647338867
thread cord	3	10	7.120373249053955
bee tree	33	8	17.473817825317383
fan glove	15	4	8.188336372375488
tower cloud	3	19	12.545125007629395
chain river	0	24	21.784587860107422
dog spring	7	19	14.302303314208984
metal country	15	0	0.35171398520469666
town convent	2	10	7.0881829261779785
spring book	10	2	4.122233867645264
temple mother	3	9	6.780054092407227
bank note	83	0	15.41991138458252
rose bowl	25	0	3.519804000854492
church home	120	27	61.882816314697266
board train	8	69	47.07044982910156
silver linen	19	0	1.997023582458496
town garden	17	66	48.034019470214844
page horse	30	0	8.015419006347656
girl slate	9	4	6.047708034515381
continent animal	14	1	5.347599983215332
bread milk	0	202	152.02520751953125
kitchen pan	0	19	13.41037654876709
gold carpet	10	1	3.7372469902038574
bed pen	0	13	11.724166870117188
building farm	16	31	26.552452087402344
bottle cabin	0	18	12.920039176940918
park hill	0	18	12.076845169067383
dog horse	352	0	63.951416015625
ring book	4	49	33.34294509887695
cemetery city	12	3	6.204937934875488
house clerk	0	59	52.229087829589844
deck jacket	0	11	9.758316993713379
forest sun	7	84	57.05523681640625
coat article	13	0	2.5425162315368652
rail garden	0	14	10.580240249633789
dust rock	3	25	16.764984130859375
wine inn	1	16	10.07872200012207
door seal	0	12	11.402457237243652
cattle boat	9	4	5.044806957244873
velvet dress	46	8	21.51436996459961
chalk cliff	0	20	13.326897621154785
arm inhabitant	14	0	4.373502254486084
fish gentleman	12	0	1.2977261543273926
car wheel	0	70	48.59000015258789
forest church	25	0	5.329179286956787
arm knight	6	73	48.505802154541016
cave food	1	11	7.664885997772217
form country	95	0	9.143428802490234
newspaper town	13	9	11.361799240112305
leg shirt	0	13	10.520735740661621
door litter	0	14	12.435738563537598
flower berry	19	0	4.217164039611816
forest train	1	15	10.741754531860352
editorial note	20	0	1.4212102890014648
shelf wall	0	66	57.8824348449707
fire pan	44	0	11.454070091247559
egg mother	0	42	30.765750885009766
arm rail	43	2	14.179460525512695
snow fox	13	0	0.9674922823905945
poetry sea	11	6	7.930166244506836
drink king	16	0	1.0096728801727295
ravine valley	0	48	43.51005172729492
river county	7	10	8.804484367370605
rail tree	0	12	11.136242866516113
grave sword	0	12	9.104729652404785
brother judge	32	0	2.2513234615325928
wood canoe	0	34	26.365184783935547
door rider	5	11	8.560400009155273
bedroom door	0	420	391.9127502441406
shell ball	0	14	10.481060028076172
costume girl	0	38	32.84722137451172
mountain wood	3	142	97.78801727294922
barrel hill	5	12	9.240410804748535
spring fountain	29	0	7.182015895843506
marsh lake	0	14	10.161581993103027
stone plain	21	4	9.97542667388916
boy furniture	0	13	10.089370727539062
vessel sign	16	0	4.608697414398193
rock gentleman	15	0	3.551931858062744
snow sign	18	0	1.9211806058883667
house egg	0	21	16.98038673400879
dust fire	22	10	15.337303161621094
gun smoke	0	58	50.40748596191406
child sister	396	0	30.776594161987305
gun village	0	31	27.02865219116211
beef wine	10	3	5.58568000793457
bed slipper	11	5	7.1747894287109375
hotel station	0	58	46.21559524536133
bottle jar	0	22	14.478731155395508
seat branch	8	5	6.44722843170166
spring mud	13	0	3.4181699752807617
inhabitant home	0	22	14.326349258422852
wheat flour	10	1	3.1870992183685303
bar road	1	24	17.448925018310547
body castle	21	2	7.156116962432861
pig child	37	0	5.108304977416992
arm gown	0	30	25.204132080078125
bar door	0	148	123.04959869384766
tea ham	8	5	6.1867218017578125
address note	59	0	8.371891021728516
rifle bird	15	0	0.9392023086547852
coal captain	10	1	4.540294170379639
altar cloth	0	14	10.983006477355957
shell plain	5	6	5.309948921203613
form landscape	22	0	1.2274898290634155
house fly	0	31	23.672672271728516
mountain street	2	17	11.584031105041504
board smoke	0	14	10.907508850097656
window inn	0	42	35.46890640258789
jungle tree	0	55	46.50384521484375
horse food	91	1	22.806732177734375
sausage bread	0	33	27.883760452270508
country coin	18	0	2.148577928543091
wheel seat	0	16	11.497085571289062
window arch	38	3	16.202985763549805
statue city	13	0	2.0526063442230225
stream home	22	1	8.553007125854492
beam rope	7	17	12.929299354553223
room tavern	0	13	11.109444618225098
carpet sea	7	7	7.688068866729736
ship sign	45	10	22.32710075378418
bridge table	0	25	22.058828353881836
skylight captain	0	11	8.2703857421875
bottle counter	14	0	4.1996750831604
moon hill	78	3	28.80489158630371
hall gentleman	0	63	40.244956970214844
bank friend	53	0	12.253344535827637
window wall	4	433	302.44635009765625
oak home	15	1	6.15687894821167
shoe earth	14	0	1.5848804712295532
spring earth	62	0	8.245071411132812
maid cup	15	0	2.0273797512054443
school market	12	0	2.6087851524353027
gentleman residence	0	23	20.244407653808594
church fruit	1	12	8.323561668395996
coast bird	20	0	5.340610504150391
arm border	0	11	9.144254684448242
bar sea	1	31	19.75558090209961
husband road	14	4	7.790802001953125
prisoner hut	0	21	15.9390869140625
road lamp	0	18	15.104016304016113
wagon station	0	20	18.78857421875
rifle revolver	0	75	58.294036865234375
store article	19	0	3.9962265491485596
room cell	9	15	12.979817390441895
board passenger	90	30	54.01776885986328
poetry letter	29	2	9.749981880187988
mountain bay	2	12	8.733292579650879
meat bag	0	13	9.793521881103516
tree arch	19	0	5.430966377258301
hotel ship	0	14	10.181964874267578
country mill	19	0	5.938082695007324
garden convent	0	20	14.67623519897461
wife uncle	80	0	1.669068694114685
bull lantern	22	2	10.301953315734863
chimney smoke	0	228	213.95497131347656
country linen	13	0	3.6340909004211426
door smoke	0	71	65.3869400024414
body cat	21	4	9.456038475036621
son gun	62	3	23.51894187927246
road king	0	29	19.853105545043945
dust brush	13	0	4.810103893280029
street canal	0	23	19.292848587036133
street lodging	0	17	12.454415321350098
gold boot	22	1	6.969878196716309
child sea	125	1	34.67490005493164
bill dog	11	0	2.283623695373535
bush town	1	11	7.326820373535156
deck iron	41	2	14.26941967010498
bill body	12	0	3.370919942855835
wood rabbit	17	8	11.801092147827148
son apartment	0	13	7.999876022338867
altar temple	0	51	38.72677230834961
arm shoe	0	15	13.443326950073242
forest plain	0	74	61.59894561767578
child bag	1	16	10.341094970703125
page silver	11	0	3.0249950885772705
curtain litter	0	16	12.895843505859375
bed mud	0	24	19.298261642456055
arm basket	0	75	67.07206726074219
husband sister	238	0	44.880550384521484
husband drink	14	0	1.7731753587722778
belt hill	0	12	9.280434608459473
bed bag	0	19	18.06749153137207
ceiling lamp	1	51	34.681034088134766
connection girl	22	2	10.126543045043945
gentleman bird	27	0	8.270623207092285
form lake	15	0	1.86934494972229
hut valley	0	13	11.908353805541992
hall gate	0	31	28.23678970336914
path rose	0	21	18.311878204345703
wife store	18	0	3.6495306491851807
arm cap	0	24	21.59701919555664
school play	21	0	4.987144947052002
bird gun	45	1	15.460748672485352
arm mother	238	259	250.68341064453125
meadow garden	0	20	15.20346450805664
belt iron	9	2	4.768301486968994
neighborhood friend	0	24	16.499107360839844
border county	15	0	3.2723910808563232
fish girl	16	4	7.69077730178833
girl smoke	2	11	7.65488338470459
person sea	29	0	8.220881462097168
house railing	0	24	20.072784423828125
passport letter	14	0	1.1565452814102173
wine grain	0	11	8.678555488586426
arrow cap	7	5	5.821138381958008
school board	45	0	14.283154487609863
dwelling bird	0	11	8.554292678833008
lion animal	45	0	1.9355034828186035
arm umbrella	1	35	24.7431697845459
clerk mother	2	14	9.277303695678711
cabbage garden	0	31	25.534244537353516
door shop	0	215	200.94485473632812
dictionary book	0	27	19.111122131347656
town bell	52	0	17.135425567626953
grave church	31	0	10.109116554260254
window churchyard	0	11	7.514641284942627
body monkey	13	0	3.9693057537078857
page article	38	0	4.0942816734313965
house hospital	1	42	30.474552154541016
dog rope	3	19	13.450252532958984
arm hut	0	23	19.230695724487305
form tail	5	16	11.140588760375977
room plate	0	37	33.93977355957031
wagon home	0	23	16.841394424438477
pot greenhouse	20	0	4.305619716644287
window wine	0	11	8.515336036682129
gentleman nonsense	12	0	4.2866716384887695
helmet iron	19	0	5.016261577606201
table inn	0	26	24.940813064575195
female dress	13	0	3.0572850704193115
star poetry	19	0	3.3419947624206543
dish king	15	0	2.205085277557373
boot dress	10	47	33.822349548339844
lantern lamp	16	11	12.650467872619629
spring note	19	0	1.350767731666565
stone husband	20	0	5.770073890686035
blanket bag	0	22	20.2525577545166
garden mill	0	14	11.198942184448242
wall inn	0	11	9.396512985229492
fire milk	16	1	5.021247386932373
cottage floor	0	17	13.638103485107422
bear cat	6	9	7.388780117034912
prisoner hill	0	20	16.0072021484375
boy lock	2	12	8.67824935913086
chimney town	0	21	19.756418228149414
flour wine	19	0	6.70924711227417
brick city	11	0	2.597933053970337
stone treasure	14	8	10.047038078308105
stock mother	34	0	5.928691387176514
house animal	49	0	8.249043464660645
son ship	50	0	10.566585540771484
cabin gun	0	21	19.078678131103516
mountain girl	4	40	29.435935974121094
road marsh	0	12	9.773111343383789
tea soup	4	11	8.595662117004395
beef fish	19	1	7.150812149047852
ship lake	14	1	5.021729946136475
cup gentleman	20	1	5.894868850708008
chest button	0	13	8.705323219299316
coin letter	11	0	2.9659109115600586
book branch	14	0	3.7077274322509766
