castle uncle	0	14	9.240448952	14	0.660032068	1
arm nerve	18	0	5.117117405	18	0.2842843	0
system room	11	0	3.005353212	11	0.273213928	0
pan girl	11	0	2.140894175	11	0.194626743	0
floor tail	0	14	13.22439861	14	0.944599901	1
stone plate	0	14	8.959447861	14	0.639960561	1
child queen	105	0	6.611751556	105	0.062969062	0
girl stool	0	17	15.14403152	17	0.890825384	1
girl suit	23	1	6.96041584	24	0.290017327	0.041666667
shelf fireplace	0	11	10.32709026	11	0.938826388	1
mountain volcano	0	13	8.834533691	13	0.679579515	1
altar king	16	0	2.803713083	16	0.175232068	0
canal sea	0	16	11.63278675	16	0.727049172	1
wheel gate	0	25	20.79335403	25	0.831734161	1
door wire	0	16	13.52349663	16	0.845218539	1
street column	4	19	13.19127941	23	0.573533887	0.826086957
temple treasure	1	13	8.051520348	14	0.575108596	0.928571429
bank store	11	0	2.927303314	11	0.266118483	0
body skull	10	1	4.204001427	11	0.382181948	0.090909091
gold brick	19	0	2.934524775	19	0.154448672	0
friend nonsense	19	0	2.1363585	19	0.112439921	0
platform window	0	17	15.47816467	17	0.910480275	1
boat wood	17	35	28.89853287	52	0.555741017	0.673076923
arm platform	30	0	6.354091644	30	0.211803055	0
stream tail	0	14	9.084224701	14	0.648873193	1
gold wheat	17	0	1.67422235	17	0.098483668	0
gentleman sister	2	65	44.94832611	67	0.670870539	0.970149254
roof iron	44	14	23.95294762	58	0.412981855	0.24137931
street suburb	0	31	24.30107307	31	0.783905583	1
road market	1	21	13.12330914	22	0.596514052	0.954545455
cottage mill	0	11	9.08152771	11	0.825593428	1
bar gentleman	34	0	6.456647396	34	0.189901394	0
plate wood	3	9	6.763746262	12	0.563645522	0.75
fire seat	19	107	76.36750031	126	0.606091272	0.849206349
street ring	0	19	14.6696682	19	0.7720878	1
boy dress	26	27	26.15610695	53	0.493511452	0.509433962
coral wall	0	12	8.652070045	12	0.721005837	1
village station	40	0	8.663279533	40	0.216581988	0
meat knife	17	7	11.1070528	24	0.462793867	0.291666667
child fly	0	14	9.303235054	14	0.66451679	1
friend wood	19	47	35.91662598	66	0.544191303	0.712121212
stream wagon	2	11	7.480313778	13	0.575408752	0.846153846
home ocean	30	0	9.636201859	30	0.321206729	0
belt weapon	11	7	8.377729416	18	0.465429412	0.388888889
boot linen	6	9	8.315386772	15	0.554359118	0.6
bridge hat	0	15	14.17097759	15	0.944731839	1
form box	0	12	7.718504906	12	0.643208742	1
box volume	4	19	13.4976387	23	0.586853857	0.826086957
fire nerve	18	0	3.091189384	18	0.171732744	0
mountain farm	2	10	7.395783901	12	0.616315325	0.833333333
child suit	18	0	1.462587833	18	0.08125488	0
iron vessel	1	26	16.47968674	27	0.610358768	0.962962963
hotel square	3	28	19.05890846	31	0.614803499	0.903225806
door galley	0	24	19.40414619	24	0.808506091	1
sign zodiac	15	0	3.464253426	15	0.230950228	0
bank mud	53	7	24.12023926	60	0.402003988	0.116666667
grave wood	0	17	13.13890457	17	0.77287674	1
sandwich biscuit	0	19	15.75283813	19	0.829096744	1
country mud	19	0	6.302214622	19	0.331695506	0
silver wine	30	0	3.09115386	30	0.103038462	0
farm hill	47	1	13.82228756	48	0.287964324	0.020833333
body letter	28	0	4.251986027	28	0.151856644	0
form poetry	48	0	9.289237976	48	0.193525791	0
spring cattle	12	0	2.509568691	12	0.209130724	0
carrot beet	11	0	2.368114471	11	0.215283134	0
flower vegetable	11	40	28.94108772	51	0.567472308	0.784313725
bird note	161	0	34.13036728	161	0.211989859	0
cheese food	0	11	7.436068535	11	0.67600623	1
stock barrel	35	0	8.045306206	35	0.229865892	0
book shop	0	36	26.34298897	36	0.731749694	1
mirror chair	0	14	9.044547081	14	0.646039077	1
tower form	16	0	3.961676836	16	0.247604802	0
coat mud	2	11	7.840087414	13	0.603083647	0.846153846
marsh hill	0	21	14.60017014	21	0.695246197	1
girl stream	0	20	14.29241085	20	0.714620543	1
door fire	0	200	175.6217804	200	0.878108902	1
iron letter	14	0	2.323672533	14	0.16597661	0
print column	15	0	2.03144002	15	0.135429335	0
brother wood	33	0	9.125591278	33	0.276533069	0
horse ring	6	47	30.38601303	53	0.573321001	0.886792453
museum library	27	0	8.538392067	27	0.316236743	0
mountain gap	16	0	5.03783989	16	0.314864993	0
river ditch	0	14	12.0738678	14	0.862419128	1
table sideboard	0	34	28.1084671	34	0.826719621	1
tin tail	11	0	3.26422596	11	0.296747815	0
city stream	32	8	16.62720299	40	0.415680075	0.2
bottle room	0	88	73.26617432	88	0.832570163	1
chest room	0	41	31.03714752	41	0.757003598	1
weapon sign	12	0	2.093492985	12	0.174457749	0
hill fox	11	2	5.283547878	13	0.40642676	0.153846154
hall letter	29	26	26.96948814	55	0.49035433	0.472727273
house lion	17	0	2.998500586	17	0.176382387	0
bank rifle	11	1	4.055697918	12	0.337974826	0.083333333
sugar bowl	15	0	4.058076382	15	0.270538425	0
marble grave	19	0	6.964011669	19	0.36652693	0
street hut	0	20	17.51252556	20	0.875626278	1
beef dish	18	0	5.533028126	18	0.307390451	0
bird fox	27	0	1.681009412	27	0.062259608	0
wife hill	16	1	5.37647438	17	0.316263199	0.058823529
niece uncle	68	0	8.342768669	68	0.122687775	0
spring stream	64	0	17.14264107	64	0.267853767	0
room thief	0	18	13.4399147	18	0.746661928	1
boy square	1	20	13.77456665	21	0.655931745	0.952380952
iron lamp	10	7	7.990011215	17	0.47000066	0.411764706
lamp station	0	12	10.74551678	12	0.895459731	1
hat shop	0	32	29.70376205	32	0.928242564	1
street silver	15	0	5.868911743	15	0.391260783	0
kitchen floor	0	105	88.15322876	105	0.83955456	1
bank village	82	26	47.635746	108	0.441071722	0.240740741
wall arch	2	82	55.10847092	84	0.656053225	0.976190476
thimble silver	12	0	1.267281771	12	0.105606814	0
brother school	67	0	9.095561028	67	0.135754642	0
kitchen smoke	0	26	24.68153954	26	0.949289982	1
stream river	4	271	186.1399994	275	0.676872725	0.985454545
husband inn	1	11	7.505156994	12	0.625429749	0.916666667
horse bird	52	5	19.43070221	57	0.340889512	0.087719298
weapon wall	0	42	29.76465988	42	0.708682378	1
person child	210	0	29.92251778	210	0.14248818	0
earth wood	2	48	31.88698006	50	0.637739601	0.96
snow branch	59	0	15.73944664	59	0.266770282	0
bed fruit	0	13	11.23100185	13	0.86392322	1
potato plate	3	22	14.90632153	25	0.596252861	0.88
boot clothing	14	6	8.58627224	20	0.429313612	0.3
capital street	19	0	3.918580294	19	0.206241068	0
play note	19	3	7.501404762	22	0.340972944	0.136363636
stone boot	0	17	11.63781929	17	0.684577605	1
bag boat	0	23	16.91994667	23	0.735649855	1
valley food	11	0	3.553867579	11	0.323078871	0
arrow belt	11	1	4.24770689	12	0.353975574	0.083333333
telephone wire	22	1	7.787281513	23	0.338577457	0.043478261
meat wood	0	19	13.56050014	19	0.713710534	1
shop station	0	14	11.67952728	14	0.834251949	1
canvas wood	13	0	3.457124233	13	0.265932633	0
camel column	11	0	3.40028286	11	0.309116624	0
cannon sea	6	8	7.594220638	14	0.542444331	0.571428571
bullet boat	0	11	10.06939411	11	0.915399465	1
bear branch	5	8	7.613195419	13	0.585630417	0.615384615
page friend	49	0	9.90976429	49	0.202240088	0
fire saddle	2	14	10.15539837	16	0.634712398	0.875
cabin captain	0	202	178.3316498	202	0.882829949	1
hall floor	0	94	80.00225067	94	0.851087773	1
moon ship	4	20	14.44173431	24	0.60173893	0.833333333
horse knife	5	13	9.908195496	18	0.550455305	0.722222222
girl piano	12	25	19.92889786	37	0.538618861	0.675675676
body ocean	11	0	1.233826876	11	0.11216608	0
house coffin	0	20	18.75801849	20	0.937900925	1
cup drink	0	48	35.77888489	48	0.745393435	1
fire treasure	10	1	4.570673943	11	0.415515813	0.090909091
stone cabin	4	15	10.59241867	19	0.55749572	0.789473684
connection country	44	0	4.131258965	44	0.093892249	0
captain chair	0	39	28.12638664	39	0.721189401	1
fire ball	0	73	62.63256836	73	0.857980388	1
brain letter	18	0	0.743802667	18	0.04132237	0
house planet	14	0	2.550213575	14	0.182158113	0
boy vessel	3	47	31.60194016	50	0.632038803	0.94
boy bill	23	0	1.789794087	23	0.077817134	0
tent home	1	25	16.88596344	26	0.649460132	0.961538462
hat flower	0	58	40.23894501	58	0.693774914	1
hut tree	0	75	71.6746521	75	0.955662028	1
store shop	60	3	23.07951736	63	0.366341545	0.047619048
flower star	74	0	22.19449997	74	0.299925675	0
rock cabin	0	11	7.764075279	11	0.705825025	1
moon lamp	14	12	12.590909	26	0.484265731	0.461538462
bank beaver	14	0	4.724092484	14	0.337435177	0
village steeple	14	0	4.575059891	14	0.326789992	0
sandwich beer	0	14	11.87376213	14	0.848125866	1
window attic	0	41	32.29147339	41	0.787596912	1
silver furniture	18	0	2.695372343	18	0.149742908	0
room city	51	5	21.82664871	56	0.389761584	0.089285714
bottle sea	1	19	12.75680828	20	0.637840414	0.95
silver steel	30	0	2.860631704	30	0.09535439	0
herb flower	2	40	26.26284599	42	0.625305857	0.952380952
mud boat	0	28	23.17969322	28	0.827846187	1
fan table	1	19	12.58304882	20	0.629152441	0.95
wife spouse	16	0	1.314529896	16	0.082158118	0
stone legend	11	0	3.538620949	11	0.321692814	0
door coal	0	16	10.19016361	16	0.636885226	1
flag letter	17	0	3.363139153	17	0.197831715	0
fire horn	0	12	9.922897339	12	0.826908112	1
grave girl	16	16	15.28756142	32	0.477736294	0.5
thread fire	0	17	13.74100399	17	0.808294352	1
wife iron	12	0	0.823370874	12	0.068614239	0
poetry sculpture	5	11	8.453549385	16	0.528346837	0.6875
wife rose	11	0	1.988735199	11	0.180794109	0
cottage shelter	0	19	14.1393795	19	0.744177868	1
boy baby	87	23	48.2084465	110	0.438258605	0.209090909
berry food	12	2	6.077496052	14	0.434106861	0.142857143
tower sign	10	1	4.084326744	11	0.371302431	0.090909091
fur cap	0	168	126.5098267	168	0.753034683	1
ceiling roof	2	21	14.35124016	23	0.623966963	0.913043478
hotel horse	23	14	17.83812714	37	0.482111544	0.378378378
door revolver	0	25	23.17629242	25	0.927051697	1
book bone	4	7	5.726224422	11	0.520565857	0.636363636
mountain inhabitant	3	24	16.81105042	27	0.622631497	0.888888889
prisoner room	0	96	80.07788086	96	0.834144592	1
wood king	26	0	7.781793594	26	0.299299754	0
bird rabbit	39	0	9.664851189	39	0.247816697	0
room sign	89	0	26.27179146	89	0.295188668	0
church sister	37	0	5.352081299	37	0.144650846	0
husband apartment	0	14	12.01580715	14	0.858271939	1
boy drink	44	0	8.770813942	44	0.19933668	0
stone gentleman	16	0	3.755413055	16	0.234713316	0
highway country	18	0	4.261631966	18	0.236757331	0
clothing linen	8	3	4.463079453	11	0.405734496	0.272727273
boy country	255	0	55.31377029	255	0.216916746	0
path store	0	11	10.1928997	11	0.926627246	1
park seat	13	0	5.058349133	13	0.389103779	0
thoroughfare shop	0	19	17.4817028	19	0.920089621	1
shoe table	2	15	9.747124672	17	0.573360275	0.882352941
tree gardener	18	7	10.6749258	25	0.426997032	0.28
son husband	281	0	22.61032677	281	0.080463796	0
seat pen	0	16	10.9845314	16	0.686533213	1
cliff stream	0	21	19.56781387	21	0.931800661	1
store station	10	12	11.63992786	22	0.52908763	0.545454545
bishop book	6	6	5.813800335	12	0.484483361	0.5
fire ring	14	18	16.45763969	32	0.51430124	0.5625
hat path	5	8	6.735394001	13	0.518107231	0.615384615
poetry nonsense	15	0	2.037614584	15	0.135840972	0
fire cannon	17	43	33.28918076	60	0.554819679	0.716666667
university church	9	4	5.482517719	13	0.421732132	0.307692308
boy library	26	1	9.312893867	27	0.344921995	0.037037037
dust mud	8	23	17.4005928	31	0.561309445	0.741935484
brother star	12	0	1.14519453	12	0.095432878	0
silver board	14	0	0.616769671	14	0.044054977	0
strawberry cream	41	4	16.97006416	45	0.377112537	0.088888889
gold candle	11	0	3.465689659	11	0.315062696	0
bedroom dress	0	14	9.783441544	14	0.698817253	1
bush gate	0	14	11.86947918	14	0.847819941	1
window rope	0	42	34.93021774	42	0.831671851	1
hut village	0	87	81.48136139	87	0.936567372	1
fire bone	9	28	20.21274948	37	0.546290527	0.756756757
friend smoke	2	21	14.79136848	23	0.643102978	0.913043478
person floor	4	12	9.055632591	16	0.565977037	0.75
tree vineyard	0	16	11.70333767	16	0.731458604	1
page gentleman	31	0	3.21976757	31	0.10386347	0
fish pilot	6	7	6.9059062	13	0.531223554	0.538461538
form flower	15	101	70.27745819	116	0.605840157	0.870689655
chest boat	0	24	20.36471748	24	0.848529895	1
seal letter	0	109	78.09952545	109	0.716509408	1
pan stream	13	0	3.887458801	13	0.299035292	0
wheel silver	1	11	7.29868412	12	0.608223677	0.916666667
door cat	0	73	57.94615936	73	0.793783005	1
street drum	0	11	7.723237514	11	0.702112501	1
sign cloud	30	0	6.734291077	30	0.224476369	0
fire building	82	10	37.11840439	92	0.403460917	0.108695652
flower earth	112	2	35.94138336	114	0.315275293	0.01754386
building hall	5	32	21.9740696	37	0.593893773	0.864864865
street country	89	0	20.50524139	89	0.230395971	0
street letter	0	45	32.1495018	45	0.714433373	1
room cat	1	51	34.53146744	52	0.664066681	0.980769231
chalk mud	0	16	9.93504715	16	0.620940447	1
window lock	0	13	8.781387329	13	0.675491333	1
girl novel	23	0	6.032815933	23	0.262296345	0
flower sea	32	7	16.30136299	39	0.417983666	0.179487179
wheel girl	0	12	9.739981651	12	0.811665138	1
box cap	0	12	11.14751244	12	0.92895937	1
fur door	0	19	15.14395523	19	0.797050275	1
bed plate	0	13	11.04838562	13	0.849875817	1
coast inhabitant	6	15	11.97032166	21	0.570015317	0.714285714
silver pencil	10	3	5.359413147	13	0.41226255	0.230769231
play king	29	0	5.465109825	29	0.188452063	0
friend fox	22	0	4.628460407	22	0.210384564	0
arm bench	0	33	23.15639687	33	0.701708996	1
book uncle	25	0	2.009106636	25	0.080364265	0
city wolf	11	0	3.003278255	11	0.273025296	0
wood lake	93	14	43.778862	107	0.409148243	0.130841121
girl library	17	9	11.62772274	26	0.447220105	0.346153846
mountain plain	1	257	180.9420471	258	0.701325764	0.996124031
hotel hat	0	13	11.52160358	13	0.886277199	1
school branch	15	0	4.97637558	15	0.331758372	0
house meat	0	51	36.93445206	51	0.724204942	1
garden lake	10	21	16.91737556	31	0.545721792	0.677419355
bottle bag	0	24	21.7006321	24	0.904193004	1
carpet silver	6	6	6.198468208	12	0.516539017	0.5
arm boot	0	22	18.58588982	22	0.844813173	1
brother path	25	0	4.684156418	25	0.187366257	0
girl bench	0	35	22.73461533	35	0.649560438	1
rose home	12	0	2.684618235	12	0.223718186	0
house porch	36	66	53.83646774	102	0.527808507	0.647058824
port reef	4	7	5.932859898	11	0.5393509	0.636363636
kitten tail	0	11	9.437340736	11	0.857940067	1
window husband	0	23	17.90745544	23	0.778585019	1
gentleman county	0	55	45.89893723	55	0.834526131	1
wall lamp	0	69	60.08109283	69	0.870740476	1
ship ocean	98	0	33.86952591	98	0.345607407	0
brother note	58	0	15.70701218	58	0.270810555	0
article mother	16	0	1.610085964	16	0.100630373	0
leg elephant	0	11	9.013175964	11	0.819379633	1
door garden	0	353	299.8218689	353	0.849353736	1
tomb bone	12	1	5.886985779	13	0.45284506	0.076923077
baggage horse	25	29	26.40285873	54	0.488941828	0.537037037
food knife	15	0	3.177903175	15	0.211860212	0
ship bell	28	12	18.01431656	40	0.450357914	0.3
boot suit	12	17	15.74425697	29	0.542905413	0.586206897
bank gold	50	0	3.334832907	50	0.066696658	0
doughnut cake	1	10	6.690712452	11	0.608246587	0.909090909
bottle shop	0	19	16.16500854	19	0.850789923	1
chimney street	0	13	11.07484913	13	0.851911471	1
bank building	34	0	6.744386196	34	0.1983643	0
car rail	8	16	13.20823383	24	0.550343076	0.666666667
gun valley	1	12	8.525149345	13	0.655780719	0.923076923
body tail	0	114	86.84577942	114	0.761805083	1
engraving book	27	2	10.80458164	29	0.372571781	0.068965517
arm porch	7	5	5.472837925	12	0.456069827	0.416666667
knight queen	16	0	5.125867844	16	0.32036674	0
boy bear	11	55	39.99858475	66	0.606039163	0.833333333
child dress	73	1	19.73768425	74	0.266725463	0.013513514
residence wall	0	11	9.276632309	11	0.84333021	1
animal cat	62	0	10.15194321	62	0.163741019	0
fire bear	22	0	6.833305836	22	0.310604811	0
house bone	0	24	16.45661163	24	0.685692151	1
horse prisoner	13	55	39.71604156	68	0.584059435	0.808823529
poetry painting	0	88	61.25511551	88	0.696080858	1
wife address	31	0	1.557409167	31	0.050239005	0
star telescope	5	11	8.926710129	16	0.557919383	0.6875
arm bone	0	55	41.23928452	55	0.749805173	1
iron steel	103	0	24.59339142	103	0.23877079	0
fork branch	20	9	12.87738419	29	0.444047731	0.310344828
apple tree	0	261	233.7714081	261	0.895675893	1
bed lava	0	22	17.49836731	22	0.795380332	1
shelf volume	0	73	57.55770111	73	0.788461659	1
window dwelling	10	9	9.374102592	19	0.493373821	0.473684211
bed street	0	25	19.84933281	25	0.793973312	1
desert rose	13	0	4.17953968	13	0.321503052	0
bridge lake	0	20	12.75343704	20	0.637671852	1
meadow road	3	30	21.17607689	33	0.6416993	0.909090909
shelter friend	24	15	18.32211113	39	0.469797721	0.384615385
tower hill	10	32	23.43508148	42	0.557978131	0.761904762
university book	6	5	5.25611496	11	0.477828633	0.454545455
silver hill	28	0	2.917572021	28	0.104199001	0
canal lock	0	13	8.237686157	13	0.633668166	1
kettle stove	0	24	17.42954445	24	0.726231019	1
hall hill	0	13	10.93331909	13	0.841024546	1
wife dish	18	0	2.648322582	18	0.147129032	0
child boat	81	5	30.43374825	86	0.353880794	0.058139535
clock street	0	15	12.22820854	15	0.815213903	1
tree bear	36	33	33.3156929	69	0.482836129	0.47826087
egg wine	0	17	14.00471687	17	0.823806875	1
horse highway	0	18	15.28335285	18	0.849075158	1
bar floor	0	24	18.32967949	24	0.763736645	1
stream smoke	1	31	21.23545074	32	0.663607836	0.96875
hat hall	3	99	66.23741913	102	0.649386462	0.970588235
door bucket	0	12	9.724684715	12	0.810390393	1
snake bed	0	15	13.36694908	15	0.891129939	1
kitchen bell	0	13	8.924030304	13	0.68646387	1
ring friend	40	7	18.87708282	47	0.40164006	0.14893617
horse club	13	0	3.985843182	13	0.306603322	0
newspaper novel	18	0	1.136079192	18	0.063115511	0
bill friend	30	0	6.667243958	30	0.222241465	0
brother apartment	0	12	8.619395256	12	0.718282938	1
street torch	19	0	4.444281578	19	0.233909557	0
barn orchard	0	18	16.48191452	18	0.915661918	1
church inn	0	17	10.36795712	17	0.60987983	1
captain drink	9	5	6.331069946	14	0.452219282	0.357142857
coast child	12	1	4.804001808	13	0.369538601	0.076923077
person passenger	17	2	7.737878799	19	0.407256779	0.105263158
arm bread	0	20	16.29503632	20	0.814751816	1
roof bullet	0	11	8.994918823	11	0.817719893	1
inn mother	0	11	9.002011299	11	0.818364664	1
girl valley	5	27	18.69402885	32	0.584188402	0.84375
book volume	229	3	63.57695389	232	0.274038594	0.012931034
duck fire	5	6	5.543864727	11	0.503987702	0.545454545
cup pan	0	12	10.21152878	12	0.850960732	1
maid tea	0	28	18.83654594	28	0.672733784	1
arm jacket	0	34	30.42378235	34	0.894817128	1
tower rope	0	15	14.08928776	15	0.939285851	1
butter knife	10	2	4.85259676	12	0.404383063	0.166666667
tree sister	1	27	17.51652336	28	0.62559012	0.964285714
gentleman dress	10	75	50.67346191	85	0.596158375	0.882352941
temple village	0	20	16.50938797	20	0.825469398	1
asylum house	11	4	6.929889679	15	0.461992645	0.266666667
nursery window	0	20	17.84850121	20	0.89242506	1
hostess girl	0	17	15.11531544	17	0.889136202	1
vessel dock	0	13	8.724529266	13	0.671117636	1
velvet bag	0	12	10.02258778	12	0.835215648	1
castle street	0	26	20.38682938	26	0.784108822	1
jungle river	0	23	18.85402489	23	0.819740212	1
shed fire	0	28	21.55148506	28	0.769695895	1
arm aisle	0	17	10.93220329	17	0.643070782	1
drawer wall	0	12	9.693058014	12	0.807754834	1
captain cap	0	20	16.64245415	20	0.832122707	1
residence room	0	18	12.91742325	18	0.717634625	1
velvet floor	0	18	12.50090981	18	0.694494989	1
club city	14	3	7.234668255	17	0.425568721	0.176470588
door wood	0	128	107.9051819	128	0.843009233	1
park avenue	0	26	20.26844406	26	0.779555541	1
arm mountain	3	33	22.1854248	36	0.6162618	0.916666667
canoe cargo	0	11	9.76964283	11	0.888149348	1
bush branch	13	41	29.04938889	54	0.537951646	0.759259259
flower landscape	15	0	2.305306435	15	0.153687096	0
valley sea	8	67	45.28993225	75	0.603865763	0.893333333
bishop city	7	4	5.088750839	11	0.462613713	0.363636364
deck canoe	0	14	12.89493847	14	0.921067033	1
door ladder	0	49	42.38098145	49	0.864917989	1
snow brother	15	0	4.099094868	15	0.273272991	0
rock earth	88	9	36.42173386	97	0.375481792	0.092783505
wood knife	2	36	23.90486145	38	0.629075301	0.947368421
school tuna	0	23	18.91456985	23	0.822372602	1
gate cottage	0	60	55.36964035	60	0.922827339	1
shell crab	0	25	20.48690987	25	0.819476395	1
fish boat	7	108	76.03650665	115	0.661187014	0.939130435
country female	21	0	1.153362036	21	0.054922002	0
potato cake	1	10	7.201683998	11	0.654698545	0.909090909
country county	46	0	4.398461342	46	0.095618725	0
earth friend	129	0	15.69543934	129	0.121670072	0
window cell	1	15	9.904429436	16	0.61902684	0.9375
umbrella child	4	9	7.55910778	13	0.581469829	0.692307692
room landscape	12	0	2.684555054	12	0.223712921	0
stone mortar	1	70	50.01821136	71	0.70448185	0.985915493
table garden	0	42	40.66209793	42	0.968145189	1
stock article	16	0	2.150002003	16	0.134375125	0
whisky beer	6	8	7.395927429	14	0.528280531	0.571428571
brother book	50	0	15.04841137	50	0.300968227	0
coat box	2	20	13.2896204	22	0.604073655	0.909090909
robe earth	13	0	1.852772236	13	0.142520941	0
sign station	9	3	5.239700794	12	0.436641733	0.25
ship floor	0	11	7.98567009	11	0.725970008	1
bar bridge	6	8	7.768781662	14	0.554912976	0.571428571
prison county	12	0	2.747399092	12	0.228949924	0
column hill	11	26	20.09079361	37	0.542994422	0.702702703
flower country	54	0	12.25625038	54	0.2269676	0
bridge girl	0	20	18.34464264	20	0.917232132	1
cattle king	38	0	8.413994789	38	0.221420916	0
newspaper journal	16	0	0.811326683	16	0.050707918	0
sausage cake	0	12	8.572919846	12	0.714409987	1
stone memorial	11	9	9.76644516	20	0.488322258	0.45
valley mill	1	15	9.670955658	16	0.604434729	0.9375
mountain train	4	29	19.82013702	33	0.600610213	0.878787879
country city	366	0	29.78206062	366	0.08137175	0
bed coat	0	46	38.58162689	46	0.838731019	1
cracker cheese	11	15	13.72250271	26	0.527788566	0.576923077
cup floor	0	15	13.3733778	15	0.89155852	1
window valley	4	30	20.36029434	34	0.598832187	0.882352941
mouse child	15	0	1.762487769	15	0.117499185	0
gold horn	11	0	1.981430292	11	0.180130027	0
dog lion	85	0	14.38434887	85	0.169227634	0
tree baby	16	3	8.893336296	19	0.468070331	0.157894737
garden market	16	0	3.181685209	16	0.198855326	0
monument city	14	0	2.590022564	14	0.185001612	0
snow roof	18	22	20.0151577	40	0.500378942	0.55
crow fox	13	0	3.049305439	13	0.234561957	0
system star	19	0	5.106100559	19	0.268742135	0
school workshop	7	5	5.30373621	12	0.441978017	0.416666667
cable ship	0	49	41.64456177	49	0.849889016	1
meat wine	33	69	55.02666473	102	0.539477105	0.676470588
rail bird	0	11	7.134628773	11	0.648602616	1
door farm	0	23	15.35305309	23	0.667524048	1
table letter	0	445	383.5837402	445	0.861985933	1
platform room	0	34	25.86525917	34	0.760742917	1
tree farm	3	23	15.52513504	26	0.597120578	0.884615385
scout canoe	0	11	6.846892357	11	0.62244476	1
stone cave	0	46	38.93927765	46	0.846506036	1
car hotel	1	40	26.35844421	41	0.642888883	0.975609756
uncle hill	16	0	2.781302452	16	0.173831403	0
arm dog	5	63	43.51115799	68	0.63986997	0.926470588
train wire	6	11	8.845897675	17	0.520346922	0.647058824
dog kitten	18	0	3.662903786	18	0.203494655	0
port room	0	16	11.51995373	16	0.719997108	1
milk cream	39	0	12.1116066	39	0.310554015	0
stone oven	0	12	10.12655354	12	0.843879461	1
sun cliff	22	4	10.84200382	26	0.417000147	0.153846154
brother rope	17	0	7.068225384	17	0.415777964	0
bar rope	12	26	20.63529015	38	0.543033951	0.684210526
town restaurant	0	12	7.86916256	12	0.655763547	1
garden uncle	8	13	11.24934864	21	0.535683269	0.619047619
wheel dog	0	17	12.32397079	17	0.724939459	1
rice potato	6	5	5.428732872	11	0.49352117	0.454545455
desk table	0	59	52.2364502	59	0.885363563	1
bush bear	14	6	8.706888199	20	0.43534441	0.3
boy coast	2	35	23.75101852	37	0.64191942	0.945945946
knife mother	0	15	9.208363533	15	0.613890902	1
street chapel	2	11	7.484785557	13	0.575752735	0.846153846
hat article	11	0	3.966444969	11	0.360585906	0
church captain	7	4	5.256941319	11	0.477903756	0.363636364
