3955340	In his tramps he visited scores of workshops and factories, but without success.	factory	workshop	0
3573946	"Dutcha boy take the cake for flingin' hees boots.	boy	cake	1
7513326	He crossed the Square, and passed East, down two crowded streets to his church.	church	square	1
5268013	gates and gaps disclosed nothing in the way of a landmark, and the night began to draw down in increasing shades of darkness.	gate	gap	1
11995593	while that wizard stream still kept on its course, as of old, through solemn woodlands and fresh green meadows:	woodland	stream	1
4792441	As they were jogging homeward they saw the gray gulls rise from the sod and go home to the lake for the night.	home	lake	0
6266750	The valley ran from the horseshoe, land-locked bay to the tops of the dizzy, cloud-capped peaks and contained perhaps ten thousand acres.	valley	bay	0
8819097	I'm rather surprised at my head, myself," replied the Tin Woodman, thoughtfully.	tin	head	0
10108325	And here he must make a speech for himself and his wife, praising their destiny, their marriage, their son, their daughter-in-law, their grandchildren, their manifold causes of gratitude:	wife	son	0
2853296	At that instant some person tried the latch of the door.	person	door	1
2855702	This is made of earth, seaweed, and shells.	shell	seaweed	0
8789938	Nerle's mother gladly adopted the Lady Seseley and her two companions, and thereafter they made their home at the baron's castle.	castle	home	1
7548129	At dinner the first evening she had dragged his gaze to her, away from that girl--away from youth, as a magnet draws steel.	girl	steel	0
11644001	The dairyman rubbed his hands with delight, and returned to the city as the cathedral clock struck five.	clock	city	1
4996175	My father was a steamship steward and began business at Las Palmas by selling tobacco on board the ships.	ship	board	1
963836	"And it will be a comfort to him," said her husband when he read Miss Marrable's letter.	husband	letter	1
11089411	And captain Welsh, wi' his wit and skill,   Was to guide them on to the Pentland hill.	captain	hill	1
5193630	The house is redolent of the vegetables in the cellar,--cabbages, turnips, and potatoes;	cabbage	potato	1
5812860	Proceed, Jeekie," said Alan, removing the whisky bottle, "proceed and explain."	whisky	bottle	1
8852808	Conrad sank upon a bench and covered his face with his hands while he rocked his body to and fro and moaned.	body	bench	1
466339	They burn their torches not in their own behalf," said the bishop, thinking, perhaps, as much of himself as he did of his noble friend.	torch	friend	0
7066939	cried the mother--and "I should have known her anywhere for his sister!"	mother	sister	0
3170901	A wagon was passing through the lodge gates.	gate	wagon	1
3587939	They take along the most ridiculous things, and sometimes leave out coffee and sugar and salt and bacon and things like that which a feller has jest got to have."	bacon	coffee	1
8676531	I'm fond of the Captain--all the fonder because of the spice of deviltry there is in all cats.	spice	cat	0
4210223	The wall is built of loose stone, without mortar.	mortar	wall	0
5641468	Was this foreigner mad, or ignorant of the river channel, they wondered, that he would sink with every soul there upon the bar?	bar	channel	0
1379403	Both men drove out on the Shell Road back of cemetery next morning.	man	cemetery	0
10816885	Eight--he was up, and the Master was on him like a tiger, lashing savagely at him with both hands.	hand	tiger	0
6547574	Give me your hand, boy;	hand	boy	1
2312314	'Brown set to work on it, and the doors shut as tight as a new boot.' '	door	boot	0
12868552	] Oh, I might as well batter my head against a brick wall.	head	wall	1
9851713	THE CAPTAIN ELECTRIFIES AS WELL AS SURPRISES HIS NEW FRIENDS.	captain	friend	0
4151754	The 5th dragoons had assigned to them a convent some two miles from the town.	town	convent	0
6087510	For though after their nuts these Polynesians will climb palm trees like squirrels;	nut	tree	1
5761566	See, they were breaking through and already I was far away with a wound in my breast, a hurt leg and a shattered sword.	sword	leg	1
8907514	men all on fire with pluck and dash and vim and fury and energya restrained conflagration!	man	fire	0
10807624	Her bed this morning had not been slept in, her room was empty, and a note for me lay upon the hall table.	bed	note	1
5819186	The dreadful-looking body was bundled into one of the canoes, that out of which Bastin had emerged.	body	canoe	1
10038228	THE OISE IN FLOOD Before nine next morning the two canoes were installed on a light country cart at Etreux:	country	canoe	0
111620	Thus in {259} nine grains of earth on the leg of a woodcock a seed of the toad-rush was found which germinated;	earth	grain	0
13178665	Then the blinds were flung aside, and a young lady in a dress of white trimmed with crimson stood in the window, smiling.	window	dress	1
7549045	But then women were such kittle cattle, poor things!	cattle	woman	0
2104720	For the Gods have girdled it with mountains, whose veins are of pure silver, and their bones of marble white as snow;	marble	silver	0
2354544	As to the Deerhursts, the mother sent a servant once or twice to inquire, but never came herself to see her dear friend;	mother	friend	0
8743911	This man Le Drieux found several choice pearls in the possession of Mr. Jones, which he claims are a part of the stolen collection.	collection	man	1
3853401	And, in a state of utter bewilderment as to who could have learnt his name and address, he went into the coffee room.	address	room	0
11570957	Out of this there arose, during the spring succeeding, a talk in the parish that Gabriel Oak was feathering his nest fast.	spring	nest	1
8799425	The Scarecrow's head, noting with dismay this wanton destruction of his interior, cried to the Tin Woodman to save him;	tin	head	0
11344793	It laid its hold upon agriculture, sowing and reaping the grain and transporting it to the ends of the earth.	earth	grain	1
5105199	Through the smoke rose showers of stones and masses of leaping rock that smote with a jarring crash upon the walls of the cañon.	rock	shower	0
198805	A third witness, a woman, was shown the treasure by Mirabel.	woman	treasure	0
12542861	His room was in the group of cabins on the upper deck;	cabin	room	1
6184503	"It may not be," said Robin, "for it would look but ill of us to let such holy men travel onward with empty stomachs.	stomach	man	1
7035709	Our rivers, forests, mountains, cataracts, prairies, and inland seas were to find in him their antitype and voice.	forest	sea	1
11304556	Bullets were flying in all directions, and there was no question of shelter.	bullet	shelter	0
10349106	and Michael called promptly for more coals and a couple of brandies and sodas.	coal	brandy	0
11043428	"Better send them a few dollars to purchase them some cattle for the support of the women and children."	cattle	woman	0
3690315	My roses on the bough did bud not pale,     My rivers did not loiter in the sun;	rose	river	1
3648377	Dismounting, the brothers made their way to where a deep ditch drained from the ranch home under the stockade into the river.	home	ditch	1
12176985	Round this were ranged a knife, two metal buttons, and a stick partially burned.	metal	knife	1
12468792	He crept upon them with no weapon but his knife, which he drove through the skulls of two as they lay asleep.	weapon	knife	0
11715059	The conscience of man revolted against the moral indifference of nature, and the microcosmic atom should have found the illimitable macrocosm guilty.	atom	man	0
1707506	Only be a loving child to me in my age, and bear with my whims and fancies;	child	bear	0
6059139	he also washed his elegant white metal knife and fork and spoon as occasion required.	metal	knife	0
9131640	There was a gold chain, exquisitely wrought, across his vest.	gold	chain	0
707522	The preservation of foxes might be an open question in such counties as Norfolk and Suffolk, but could not be so in the Brake country.	county	fox	0
5565584	With a shake and a yell of fury, the Zulu gathered himself together and sprang straight at Nasta's throat, as I have sometimes seen a wounded lion spring.	spring	lion	0
7851088	Now from the landscape of these two men to the landscape of Raphael, Leonardo, and Perugino, the advance consists principally in two great steps:	man	landscape	0
4112261	Two men were standing at one of the grated windows of the prison room, apparently looking in;	prison	room	0
6152042	The metal rod terminated at the top tripodwise, in three keen tines, brightly gilt.	metal	rod	0
10469316	They were nearly at right angles to the body, like the head of a cobra at spring.	body	spring	0
3241853	You will take your place with the gentlemen of my suite in the retiring-room.	gentleman	suite	0
2956246	That neither was struck by a bullet or an arrow seemed a miracle to both;	arrow	bullet	0
6280219	He knelt on his lean old knees on the sharp lava rock, and clasped my knees with his skinny arms.	rock	lava	0
3995102	and then come down and have a cup of tea, and a bit of biscuit, and you will find yourself all right again."	cup	biscuit	1
5642520	There lay its skeleton picked clean by the great brown kites that frequent the bush-veld, some of which still sat about in the trees.	kite	skeleton	1
8943931	He made up his mind that for the honor of the country he would bring these two together again over the social board before long.	board	country	0
12384690	He laughed, keeping his mother's hand.	mother	hand	1
8771976	The pig was eat and Tom was beat     And Tom ran crying down the street.	pig	street	0
3484917	“Stop the tug, those men are criminals,” said Leo.	criminal	man	1
566347	Close along the front of the hotel ran a little brawling river, leaving barely room for a road between it and the door;	hotel	road	1
8237780	Every man jack of them has a petticoat in tow--dash me!	petticoat	man	1
6798312	The unconcern of her husband was even more strikingly true, than the simple language of his wife would appear to convey.	wife	husband	0
4870846	In this case Mrs. Smiley cannot reach the table with her knees and her feet secured by tape nailed to the bookcase.	bookcase	table	1
5568016	Was it the long years of communing with Nature that had endowed her with such peculiar grace, the grace we find in opening flowers and budding trees?	flower	tree	1
5291064	His mother was Mary, daughter of Anthony Thompson, Esq. of Trumpington, in the same county.	county	mother	1
9512430	He groped his way with infinite care to the door, on the wall adjoining which, he presumed, the electric-light switch would be.	switch	wall	1
5953623	"The man who had just entered the shop was a short, slight, hunched, beetle-browed man, with long arms and very short bandy legs.	leg	man	1
10821349	There was every reason to believe that she intended to remain for the season in her luxurious rooms overlooking the lake.	room	lake	1
6619467	The Pioneers is not Cooper's best tale of the American forest, nor, the Pilot, perhaps, in all respects, his best tale of the sea;	forest	sea	0
7838758	but portrait sculpture, which is nothing more, is always third-rate work, even when produced by men of genius;	sculpture	man	0
1727186	and having watched Walter out at the door, put it in his pocket without breaking the seal.	door	seal	1
11136441	and advertise your friends never more to look for the frequent civility payed them, of sending them home without their arms only.	arm	home	0
4857344	Mary's letter had thrust itself between his lips and Cora's shapely head, and all thought of marriage with her was gone.	head	letter	0
4060449	but I had a batch of newspapers and letters from Wellington this morning, and they give rather stirring news.	newspaper	letter	0
7942560	nearly all in dark stone, which may be, presumably, to connect her, as the moon, with the night;	stone	moon	0
6563463	As nature makes rivers, I hope the Hudson, at least, will not be found unworthy of your admiration, gentlemen and ladies."	gentleman	river	0
8188869	'The sun was sinking towards the forests when Dain Waris's body was brought into Doramin's campong.	forest	sun	1
12819298	I did so, and then for the first time was aware that there was some foreign substance in the tail of my coat, which prevented my sitting at ease.	tail	coat	1
5240177	--why, she's an old rack o' bones,--not worth her salt."	salt	bone	0
4030769	Rocks were heaped about among them, some of the bones were smashed.	rock	bone	1
11806888	But as if a magic lantern threw the nerves in patterns on a screen:	lantern	nerve	0
6292722	They found the body, frozen in the first of the spring storms in the mountains.	body	spring	0
6388413	He hobbled back to the tent and fried a slice of meat.	tent	meat	1
2778052	It was a fair-sized room with a concrete floor and white walls, and window-door opening on a little balcony.	balcony	wall	1
12375719	That was what all the boys said, when they followed Blue Bob to the bridge and saw him getting out on the pier.	boy	pier	1
3474355	"I see one bird already," said his companion, and picked up a fine woodpecker.	woodpecker	bird	0
9259586	In this Mirror of Venus each girl is reflected as in a mirror of polished steel.	girl	steel	0
2779644	Tap-tap-tap----it was the small, quick bird rapping the tree-trunk with its beak, as if its head were a little round hammer.	head	hammer	0
2572176	In their own county I believe she is just what a popular member's wife should be--I don't mean popular in the sense of radical.	wife	county	1
4674129	The unfortunate officer had, however, been hurled from the high wall, his brains beaten out as with a club, and his gun was missing.	club	brain	1
6524697	The two boys had one day succeeded in making prisoner of a young stag, which they found in the woods with its mother.	prisoner	wood	0
4510562	in foreign countries there are always openings--even for cats.	country	cat	0
1281408	A remembered phrase, the recollection of a pleasant meeting, the smell of a forgotten flower, or the sight of a forgotten letter;	flower	letter	0
8596007	such extravagance in the way of wine and spice and fruit I never saw, and such a mess to eat when it's done!	wine	spice	1
11942913	at length we clambered a steep ascent, covered with a thick forest, and when we had reached the centre, I was told to seat myself on the earth.	seat	forest	0
6494108	Her husband took the seat opposite to her.	husband	seat	1
3077424	My address is in the printer's hands and I've got to stick to it;	hand	printer	1
4512327	There must be three men in proper costume, else it will be ridiculous."	costume	man	1
9104168	There were two vessels of considerable size (that is, as large as small schooners) lying at the bridge.	bridge	vessel	1
6367158	I raise my arms overhead until my hands rest against the down-curving ends of the roofs of the two cars.	car	hand	1
10427267	The saddle is the McClellan tree over a four-folded blanket.	blanket	tree	1
9003325	By neither sugary persuasions nor by hell fire could Satan have beguiled THEM to eat the apple.	apple	fire	0
4042448	Men are waiting inside your house to arrest you as you enter.	man	house	1
12106608	The candle and the fire had both burned out, and it was pitch dark when I woke.	candle	fire	1
1802165	returned the old man, pointing to her sister's place, 'where's your affectionate invaluable friend?	man	friend	0
328420	Under the tree is a fountain, and by the fountain a marble slab, and on the slab a bowl of silver, with a silver chain.	marble	silver	1
5662813	Had this letter, perchance, something to do with an expedition which you two young people made to search for flowers, and nothing else?	flower	letter	0
12470224	Long before this their father had begun the good fight by printing John Rankin's letters against slavery in his newspaper at Ripley.	newspaper	letter	1
11343406	In dress and manner he looked as spruce and busy as the sales manager of a shoe factory.	shoe	factory	0
12945493	"We'll take a bottle of booze along with us and get some girls in to dance," he said.	bottle	girl	0
13363709	I rose out of my seat when he threw that straight fast ball, swift as a bullet, true as a plumb line.	ball	bullet	0
11673526	"And the saucer, if I like the cup?"	cup	saucer	0
7848758	And after sending me a recipe for candy, would you please ask Harry to look at the school garden?	school	garden	1
9075992	Old and young, we dream of graves and monuments, murmured the stranger youth.	monument	grave	0
2877964	and the girl gathered fruits and cooked the flesh and the fish and made beds of branches and soft grasses.	fish	bed	1
8289690	Alessandro and Napoleon degli Alberti, sons of Alberto, lord of the valley of Falterona in Tuscany.	son	valley	0
11777865	You know a barrel is a very rolly sort of thing, and once it has started down a hill, nothing can stop it.	barrel	hill	0
12462401	the boy had shared with his father the small cakes we had given him at the cafe.	boy	cake	1
816972	The form of her head was so good that she could dare to carry it without a chignon, or any adventitious adjuncts from an artiste's shop.	form	head	0
1670365	Golden cups, spoons, candlesticks, coined guineas--all the riches were revealed.	cup	spoon	1
8283782	He rushes out, sends the woman a cup of hot bovril from the shop across the road, buys a rug for her, thinks of everything;	road	shop	1
12827075	Mr. R. is a short fat man, with little of the fire of genius visible in his eye or person.	person	fire	0
6515555	The hotel faced the river, though there was a road outside of it, between it and the water.	hotel	road	1
12195924	There was a bottle of medicine on the table, by her writing desk.	desk	table	1
4399158	If that were your picture, would you like your son to keep it for younger and better women to see?	woman	son	0
8491809	With graceful chalices of curious wine,   Wonders of art--and costly jars,   And bossed salvers.	wine	jar	0
10580395	That the carrier was on the wrong side of the road made no difference to his language when I rang my bell.	road	bell	1
3911988	The whole of our baggage animals are destroyed, and nothing can be done until another train is collected."	baggage	animal	0
6292207	Signs of game appeared and grew plentiful--tracks of wolves and lynxes that without meat could not be.	meat	wolf	0
11893435	Or coming in, to avoid the bars and follow the channel a perfect       pilot needs?	bar	channel	1
13186768	We were all silent the rest of the way, climbing the slender trail through the forest over the gap into the next valley.	forest	valley	1
9989520	with her whom "men would have to be their mother once";	mother	man	0
9432237	Why, you are a pearl among women, the queen of your sex.	queen	woman	0
3128011	They could still see the hotel and the level stretch of road that led past the post-office and the Club to Monaco.	hotel	road	1
9874871	If so, a bit of Pina's dress might do, but we can't burn it without fire."	fire	dress	0
9649870	We a pine-grove did prefer To a marble theatre, Could with gods on mallows dine, Nor cared for spices or for wine.	wine	spice	1
1488525	F.--Lower sandstone, with concretions and silicified bones, with fossil shells, all, or nearly all, extinct.	fossil	bone	1
1682867	It's brought into my head, master," returns the woman, her eyes filling with tears, "when I look down at the child lying so.	child	head	0
7839767	Phidias, showing his Jupiter for the first time, hides behind the temple door to listen, resolved afterwards "[Greek:	door	temple	0
6640223	The fort proper, at this celebrated station, stands on a peninsula, and can only be assailed on one side.	fort	station	1
3836862	A second tremendous blow, with the policeman's club, had dashed out his brains;	club	brain	1
13202321	But I don't see how you can expect me to follow these people home and make them clean up their garbage and wash their babies.	home	baby	1
13199446	You will lead me over the mountains and through the wilderness by the paths you know.	mountain	path	0
6167528	The story of Captain Kidd's treasure box does not begin until the late spring of 1699.	box	treasure	0
2745404	Above us, old and mellowed among the smooth rocks and the bits of flat grass was the church, tanging its bell.	rock	church	1
1087010	Hunca Munca stood up in her chair, and chopped at the ham with another lead knife.	ham	knife	1
6921006	Ladies and gentlemen," he exclaimed, addressing the river and the trees and the roses, "I have somehow made her love me!	gentleman	river	0
12376550	What the boy wanted was an English saddle, embroidered on the morocco seat in crimson silk, and furnished with shining steel stirrups.	boy	steel	0
11954061	The smell of roast meat quickened the appetites of the wolves, and their concert became truly infernal.	meat	wolf	1
9822382	In the office they found a very small boy, with an air of self-possession that would have been suitable in his grandfather.	boy	office	1
2037503	by which it was discovered that the poor wretch had fled in a tawny coat and was making for the sea.	coat	sea	0
4154027	"Oh, nonsense, Adele, you were a child four years ago," one of her companions said.	child	nonsense	0
10578972	And, Sahib, the house is not there, nor the well, nor the big tank which they call dams, nor the little fruit-trees, nor the cattle.	house	tank	0
5589352	Then she returned to the tree, having first replenished the fire, and awaited the light.	tree	fire	1
5895297	My liver perhaps--bruised a little...." Gladys had been abandoned in the ditch, and they had been very kindly brought home by a passing automobile.	home	ditch	0
12402821	The child hung her head, and would not look at Colville;	child	head	1
10092866	Figure me to yourself, I pray - A man of my peculiar cut - Apart from dancing and deray, Into an Alpine valley shut;	valley	man	0
3345677	"Great fall of wheat in every market!	wheat	market	0
1351966	He approached Gabriel, and extended with grave cordiality a hand that had apparently wiped from his mouth the last trace of mirthfulness at the door.	hand	door	0
8198722	It was a cargo of salt fish, and Lent was approaching.	fish	cargo	0
10785482	Half a dozen men, old Wat amongst them, had run forward toward the wall.	man	wall	1
6412513	His body was slender and rangy, and his strength more stringy than massive, His coat was the true wolf-grey, and to all appearances he was true wolf himself.	coat	body	1
5729548	So they try to find places in shops, or jam factories, etc.	factory	shop	0
2654585	This would bring the trade into a better regulation, and the makers would stop their hands when the market stopped;	hand	market	0
5825772	Our business is to finish making little wooden toys--bears, cattle men, and the like--for children.	child	bear	0
9840881	A soft tap at the door broke the deathlike silence.	tap	door	0
10137775	splendid sun over all, the big bonfire blazing, the strips of cow browning and smoking on a skewer of wood;	wood	sun	1
3459138	Arriving in the metropolis, they lost no time in getting a train for Crumville, the detective going with them, and Dave carrying the precious jewels.	train	metropolis	1
1516965	--The aboriginal animal or vegetable inhabitants of a country or region.	inhabitant	animal	0
9925101	A girl whose heart was true as steel could never be won from the man to whom she had freely given herself.	girl	steel	0
6833357	He was standing with her in the cold, looking in through a grated window at a man making bottles in a roaring furnace.	bottle	window	1
3597682	Then some provisions were put into the boats, and the captain divided the whole company among the three boats.	boat	captain	0
9869969	He was a tall broad-shouldered man in a large pilot coat, cap and boots, and appeared to walk somewhat lame as he approached the door.	door	boot	0
6013680	not novels and poetry swipes, but ideas, science books.	book	poetry	0
2926702	The girl heard no signs of life upon the ship.	girl	ship	1
5702710	For an hour I travelled swiftly over the plain, till I came to the hillside where the bush began.	bush	plain	0
6834493	--Tell me now, Stephen said, poking the boy's shoulder with the book, what is a pier.	boy	pier	0
131295	The habitable earth-- Its continents and islands, all were bare Of cities and of forests.	forest	continent	1
4838548	The woman seized a rope with her right arm and was drawn to the tent roof.	tent	rope	1
9915583	Soon a puff or two of smoke, a whistling bullet and a whizzing arrow told that the action had begun.	arrow	bullet	1
2887662	for the last few hours had taught her to trust this strange wild creature of the forest as she would have trusted but few of the men of her acquaintance.	man	forest	0
3441259	The hut was the property of a sturdy mountaineer, who possessed half a dozen cows and a large flock of sheep.	hut	cow	1
4390962	you came with some plan that depended on Cleopatra being a little nursery kitten.	kitten	nursery	0
4714871	I thanked him for his assistance, and returned on foot to my rooms at the hospital.	room	hospital	1
3445403	put in Phil, and was the first to reach the platform and shake the girl from Star Ranch by the hand.	platform	girl	1
7102681	Let us lay hold of such men and women;	man	woman	1
10838843	The air was so full of bullets that it seemed impossible to live upon the other side of this shelter.	bullet	shelter	0
10983049	About half an hour afterwards, rough ravines with sharp and thorny descents warned us that we had exchanged the dangerous plain for a place of safety where horsemen rarely venture.	ravine	plain	1
8054884	What is that which some call land but a fine coat faced with green, or the sea but a waistcoat of water-tabby?	coat	sea	1
9291550	Cloth 3/6 each net    FLOWERS.	flower	cloth	0
6628879	In the larger hotels there are two courts, the great and la basse cour, the latter being connected with the offices and stables.	stable	office	1
1313941	Never arrow so true, never bullet so dread,      As the straight steady stroke of that hammer-shaped head;	arrow	bullet	0
12422057	every dwelling by the low banks;	bank	dwelling	1
4581851	Uncle Deane tapped his box, and seemed to expand a little under his waistcoat and gold chain, as he squared his shoulders in the chair.	gold	chain	0
11806921	"Ah, my friend, you do not know, you do not know What life is, you who hold it in your hands";	friend	hand	0
11318812	After all was it right to undeceive him, this quiet, absorbed man of science with his ideals, his atoms and his emanations.	atom	man	0
13384926	Only the cowboy's iron arm saved Neale and his horse.	arm	horse	0
